national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,gigantamax,mega_evolution,mega_evolution_alt,description
818,VIII,Inteleon,Inteleon,water,,Secret Agent Pokémon,88.14,11.86,1.9,45.2,45,5120,70,85,65,125,65,120,Torrent,,,Sniper,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Sobble,Level ,Drizzile,Level ,Inteleon,,,Gigantamax Inteleon,,,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
819,VIII,Skwovet,Hoshigarisu,normal,,Cheeky Pokémon,50.2,49.8,0.3,2.5,255,5120,70,55,55,35,35,25,Cheek Pouch,,,Gluttony,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Skwovet,Level ,Greedent,,,,,,,,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
820,VIII,Greedent,Yokubarisu,normal,,Greedy Pokémon,50.2,49.8,0.6,6,90,5120,120,95,95,55,75,20,Cheek Pouch,,,Gluttony,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Skwovet,Level ,Greedent,,,,,,,,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
821,VIII,Rookidee,Kokogara,flying,,Tiny Bird Pokémon,50.2,49.8,0.2,1.8,255,3840,38,47,35,33,35,57,Keen Eye,Unnerve,,Big Pecks,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,0,0,0,Rookidee,Level ,Corvisquire,Level ,Corviknight,,,,,,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
822,VIII,Corvisquire,Aogarasu,flying,,Raven Pokémon,50.2,49.8,0.8,16,120,3840,68,67,55,43,55,77,Keen Eye,Unnerve,,Big Pecks,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,0,0,0,Rookidee,Level ,Corvisquire,Level ,Corviknight,,,,,,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies."
823,VIII,Corviknight,Armorga,flying,steel,Raven Pokémon,50.2,49.8,2.2,75,45,3840,98,87,105,53,85,67,Pressure,Unnerve,,Mirror Armor,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,0,0,0,Rookidee,Level ,Corvisquire,Level ,Corviknight,,,Gigantamax Corviknight,,,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.
824,VIII,Blipbug,Satchimushi,bug,,Larva Pokémon,50.2,49.8,0.4,8,255,3840,25,20,20,25,45,45,Swarm,Compoundeyes,,Telepathy,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,0,0,Blipbug,Level ,Dottler,Level ,Orbeetle,,,,,,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
825,VIII,Dottler,Redomushi,bug,psychic,Radome Pokémon,50.2,49.8,0.4,19.5,120,3840,50,35,80,50,90,30,Swarm,Compoundeyes,,Telepathy,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,0,0,0,Blipbug,Level ,Dottler,Level ,Orbeetle,,,,,,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
826,VIII,Orbeetle,Iorofu,bug,psychic,Seven Spot Pokémon,50.2,49.8,0.4,40.8,45,3840,60,45,110,80,120,90,Swarm,Frisk,,Telepathy,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,0,0,0,Blipbug,Level ,Dottler,Level ,Orbeetle,,,Gigantamax Orbeetle,,,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
827,VIII,Nickit,Kusune,dark,,Fox Pokémon,50.2,49.8,0.6,8.9,255,3840,40,28,28,47,52,50,Run Away,Unburden,,Stakeout,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,0,0,Nickit,Level ,Thievul,,,,,,,,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
828,VIII,Thievul,Fokusurai,dark,,Fox Pokémon,50.2,49.8,1.2,19.9,127,3840,70,58,58,87,92,90,Run Away,Unburden,,Stakeout,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,0,0,Nickit,Level ,Thievul,,,,,,,,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it."
829,VIII,Gossifleur,Himenka,grass,,Flowering Pokémon,50.2,49.8,0.4,2.2,190,5120,40,40,60,40,60,10,Cotton Down,Regenerator,,Effect Spore,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Gossifleur,Level ,Eldegoss,,,,,,,,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
830,VIII,Eldegoss,Watashiraga,grass,,Cotton Bloom Pokémon,50.2,49.8,0.5,2.5,75,5120,60,50,90,80,120,60,Cotton Down,Regenerator,,Effect Spore,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Gossifleur,Level ,Eldegoss,,,,,,,,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.
831,VIII,Wooloo,Wooloo,normal,,Sheep Pokémon,50.2,49.8,0.6,6,255,3840,42,40,55,40,45,48,Fluffy,Run Away,,Bulletproof,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Wooloo,Level ,Dubwool,,,,,,,,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed."
832,VIII,Dubwool,Baiwooloo,normal,,Sheep Pokémon,50.2,49.8,1.3,43,127,3840,72,80,100,60,90,88,Fluffy,Steadfast,,Bulletproof,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Wooloo,Level ,Dubwool,,,,,,,,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it."
833,VIII,Chewtle,Kamukame,water,,Snapping Pokémon,50.2,49.8,0.3,8.5,255,5120,50,64,50,38,38,44,Strong Jaw,Shell Armor,,Swift Swim,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Chewtle,Level ,Drednaw,,,,,,,,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.
834,VIII,Drednaw,Kajiragame,water,rock,Bite Pokémon,50.2,49.8,1,115.5,75,5120,90,115,90,48,68,74,Strong Jaw,Shell Armor,,Swift Swim,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0,0,0,Chewtle,Level ,Drednaw,,,,,Gigantamax Drednaw,,,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
835,VIII,Yamper,Wanpachi,electric,,Puppy Pokémon,50.2,49.8,0.3,13.5,255,5120,59,45,50,40,50,26,Ball Fetch,,,Rattled,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Yamper,Level ,Boltund,,,,,,,,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
836,VIII,Boltund,Pulsewan,electric,,Dog Pokémon,50.2,49.8,1,34,45,5120,69,90,60,90,60,121,Strong Jaw,,,Competitive,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Yamper,Level ,Boltund,,,,,,,,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.
837,VIII,Rolycoly,Tandon,rock,,Coal Pokémon,50.2,49.8,0.3,12,255,3840,30,40,50,40,50,30,Steam Engine,Heatproof,,Flash Fire,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Rolycoly,Level ,Carkol,Level ,Coalossal,,,,,,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
838,VIII,Carkol,Troggon,rock,fire,Coal Pokémon,50.2,49.8,1.1,78,120,3840,80,60,90,60,70,50,Steam Engine,Flame Body,,Flash Fire,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0,0,0,Rolycoly,Level ,Carkol,Level ,Coalossal,,,,,,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.
839,VIII,Coalossal,Sekitanzan,rock,fire,Coal Pokémon,50.2,49.8,2.8,310.5,45,3840,110,80,120,80,90,30,Steam Engine,Flame Body,,Flash Fire,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0,0,0,Rolycoly,Level ,Carkol,Level ,Coalossal,,,Gigantamax Coalossal,,,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
840,VIII,Applin,Kajitchu,grass,dragon,Apple Core Pokémon,50.2,49.8,0.2,0.5,255,5120,40,40,80,40,40,20,Ripen,Gluttony,,Bulletproof,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0,0,0,Applin,Use Tart Apple,Flapple,Use Sweet Apple,Appletun,,,,,,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
841,VIII,Flapple,Appryu,grass,dragon,Apple Wing Pokémon,50.2,49.8,0.3,1,45,5120,70,110,80,95,60,70,Ripen,Gluttony,,Hustle,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0,0,0,Applin,Use Tart Apple,Flapple,Use Sweet Apple,Appletun,,,Gigantamax Flapple,,,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
842,VIII,Appletun,Tarupple,grass,dragon,Apple Nectar Pokémon,50.2,49.8,0.4,13,45,5120,110,85,80,100,80,30,Ripen,Gluttony,,Thick Fat,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0,0,0,Applin,Use Tart Apple,Flapple,Use Sweet Apple,Appletun,,,,,,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
843,VIII,Silicobra,Snahebi,ground,,Sand Snake Pokémon,50.2,49.8,2.2,7.6,255,5120,52,57,75,35,50,46,Sand Spit,Shed Skin,,Sand Veil,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,0,0,Silicobra,Level ,Sandaconda,,,,,,,,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
844,VIII,Sandaconda,Sadaija,ground,,Sand Snake Pokémon,50.2,49.8,3.8,65.5,120,5120,72,107,125,65,70,71,Sand Spit,Shed Skin,,Sand Veil,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,0,0,Silicobra,Level ,Sandaconda,,,,,Gigantamax Sandaconda,,,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
845,VIII,Cramorant,Uu,flying,water,Gulp Pokémon,50.2,49.8,0.8,18,45,5120,70,85,55,85,95,85,Gulp Missile,,,,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0,0,0,Cramorant,,,,,,,,,,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
846,VIII,Arrokuda,Sashikamasu,water,,Rush Pokémon,50.2,49.8,0.5,1,255,5120,41,63,40,40,30,66,Swift Swim,,,Propeller Tail,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Arrokuda,Level ,Barraskewda,,,,,,,,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw."
847,VIII,Barraskewda,Kamasujoo,water,,Skewer Pokémon,50.2,49.8,1.3,30,60,5120,61,123,60,60,50,136,Swift Swim,,,Propeller Tail,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Arrokuda,Level ,Barraskewda,,,,,,,,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too."
848,VIII,Toxel,Elezun,electric,poison,Baby Pokémon,50.2,49.8,0.4,11,75,6400,40,38,35,54,35,40,Rattled,Static,,Klutz,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,0,0,0,Toxel,"Level 30 + Adamant, Brave, Docile, Hardy, Hasty, Impish, Jolly, Lax, Naive, Naughty, Rash, Quirky, Sassy Nature",Toxtricity,,,,,,,,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows."
849,VIII,Toxtricity,Sutorinda,electric,poison,Punk Pokémon,50.2,49.8,1.6,40,45,6400,75,98,70,114,70,75,Punk Rock,Plus,,Technician,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,0,0,0,Toxel,"Level 30 + Adamant, Brave, Docile, Hardy, Hasty, Impish, Jolly, Lax, Naive, Naughty, Rash, Quirky, Sassy Nature",Toxtricity,,,,,Gigantamax Toxtricity,,,"Capable of generating 15,000 volts of electricity, this Pokémon looks down on all that would challenge it."
850,VIII,Sizzlipede,Yakuda,fire,bug,Radiator Pokémon,50.2,49.8,0.7,1,190,5120,50,65,45,50,50,45,Flash Fire,White Smoke,,Flame Body,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,0,0,0,Sizzlipede,Level ,Centiskorch,,,,,,,,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.
851,VIII,Centiskorch,Maruyakude,fire,bug,Radiator Pokémon,50.2,49.8,3,120,75,5120,100,115,65,90,90,65,Flash Fire,White Smoke,,Flame Body,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,0,0,0,Sizzlipede,Level ,Centiskorch,,,,,Gigantamax Centiskorch,,,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies."
852,VIII,Clobbopus,Tatakko,fighting,,Tantrum Pokémon,50.2,49.8,0.6,4,180,6400,50,68,60,50,50,32,Limber,,,Technician,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Clobbopus,Level up while knowing  Taunt,Grapploct,,,,,,,,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land."
853,VIII,Grapploct,Otosupasu,fighting,,Jujitsu Pokémon,50.2,49.8,1.6,39,45,6400,80,118,90,70,80,42,Limber,,,Technician,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Clobbopus,Level up while knowing  Taunt,Grapploct,,,,,,,,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.
854,VIII,Sinistea,Yabacha,ghost,,Black Tea Pokémon,,,0.1,0.2,120,5120,40,45,45,74,54,50,Weak Armor,,,Cursed Body,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0,0,0,Sinistea,Use Cracked Pot,Polteageist,,,,,,,,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea."
855,VIII,Polteageist,Potdesu,ghost,,Black Tea Pokémon,,,0.2,0.4,60,5120,60,65,65,134,114,70,Weak Armor,,,Cursed Body,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0,0,0,Sinistea,Use Cracked Pot,Polteageist,,,,,,,,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found."
856,VIII,Hatenna,Miburimu,psychic,,Calm Pokémon,0,100,0.4,3.4,235,5120,42,30,45,56,53,39,Healer,Anticipation,,Magic Bounce,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Hatenna,Level ,Hattrem,Level ,Hatterene,,,,,,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you."
857,VIII,Hattrem,Teburiumu,psychic,,Serene Pokémon,0,100,0.6,4.8,120,5120,57,40,65,86,73,49,Healer,Anticipation,,Magic Bounce,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Hatenna,Level ,Hattrem,Level ,Hatterene,,,,,,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently."
858,VIII,Hatterene,Burimuon,psychic,fairy,Silent Pokémon,0,100,2.1,5.1,45,5120,57,90,95,136,103,29,Healer,Anticipation,,Magic Bounce,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0,0,0,Hatenna,Level ,Hattrem,Level ,Hatterene,,,Gigantamax Hatterene,,,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.
859,VIII,Impidimp,Berobar,dark,fairy,Wily Pokémon,100,0,0.4,5.5,255,5120,45,45,30,55,40,50,Prankster,Frisk,,Pickpocket,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,0,0,0,Impidimp,Level ,Morgrem,Level ,Grimmsnarl,,,,,,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy."
860,VIII,Morgrem,Gimoo,dark,fairy,Devious Pokémon,100,0,0.8,12.5,120,5120,65,60,45,75,55,70,Prankster,Frisk,,Pickpocket,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,0,0,0,Impidimp,Level ,Morgrem,Level ,Grimmsnarl,,,,,,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair."
861,VIII,Grimmsnarl,Ooronge,dark,fairy,Bulk Up Pokémon,100,0,1.5,61,45,5120,95,120,65,95,75,60,Prankster,Frisk,,Pickpocket,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,0,0,0,Impidimp,Level ,Morgrem,Level ,Grimmsnarl,,,Gigantamax Grimmsnarl,,,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp."
862,VIII,Obstagoon,Tachifusaguma,dark,normal,Blocking Pokémon,50.2,49.8,1.6,46,45,3840,93,90,101,60,81,95,Reckless,Guts,,Defiant,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2,0,0,0,Zigzagoon,Level,Linoone,Level 35 at Night,Obstagoon,,,,,,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.
863,VIII,Perrserker,Nyaking,steel,,Viking Pokémon,50.2,49.8,0.8,28,90,5120,70,110,100,50,60,50,Battle Armor,Tough Claws,,Steely Spirit,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0,0,0,Meowth,Level,Perrserker,,,,,,,,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.
864,VIII,Cursola,Sanigon,ghost,,Coral Pokémon,24.9,75.1,1,0.4,30,5120,60,95,50,145,130,30,Weak Armor,,,Perish Body,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0,0,0,Corsola,Level 38,Cursola,,,,,,,,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.
865,VIII,Sirfetch'd,Neginite,fighting,,Wild Duck Pokémon,50.2,49.8,0.8,117,45,5120,62,135,95,68,82,65,Steadfast,,,Scrappy,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Farfetch'd,Get 3 Critical Hits in one battle,Sirfetch'd,,,,,,,,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat."
866,VIII,Mr. Rime,Barikoru,ice,psychic,Comedian Pokémon,50.2,49.8,1.5,58.2,45,6400,80,85,75,110,100,70,Tangled Feet,Screen Cleaner,,Ice Body,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,0,0,0,Mime Jr.,Level up while knowing  Mimic,Mr. Mime,Level,Mr. Rime,,,,,,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.
867,VIII,Runerigus,Desuburn,ground,ghost,Grudge Pokémon,50.2,49.8,1.6,66.6,90,6400,58,95,145,50,105,30,Wandering Spirit,,,,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,0,0,0,Yamask,Level 34,Cofagrigus,,,,,,,,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move."
868,VIII,Milcery,Mahomil,fairy,,Cream Pokémon,0,100,0.2,0.3,200,5120,45,40,40,50,61,34,Sweet Veil,,,Aroma Veil,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0,0,0,Milcery,Sweet Item & Spin,Alcremie,,,,,,,,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.
869,VIII,Alcremie,Mahwhip,fairy,,Cream Pokémon,0,100,0.3,0.5,100,5120,65,60,75,110,121,64,Sweet Veil,,,Aroma Veil,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0,0,0,Milcery,Sweet Item & Spin,Alcremie,,,,,Gigantamax Alcremie,,,"When it trusts a Trainer, it will treat them to berries it's decorated with cream."
870,VIII,Falinks,Tairetsu,fighting,,Formation Pokémon,,,3,62,45,6400,65,100,100,70,60,75,Battle Armor,,,Defiant,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Falinks,,,,,,,,,,"Five of them are troopers, and one is the brass. The brass’s orders are absolute."
871,VIII,Pincurchin,Bachinuni,electric,,Sea Urchin Pokémon,50.2,49.8,0.3,1,75,5120,48,101,95,91,85,15,Lightning Rod,,,Electric Surge,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Pincurchin,,,,,,,,,,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines."
872,VIII,Snom,Yukihami,ice,bug,Worm Pokémon,50.2,49.8,0.3,3.8,190,5120,30,25,35,45,30,20,Shield Dust,,,Ice Scales,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1,0,0,0,Snom,Level Up with Happiness Value at 220 During the Night,Frosmoth,,,,,,,,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps."
873,VIII,Frosmoth,Mosnow,ice,bug,Frost Moth Pokémon,50.2,49.8,1.3,42,75,5120,70,65,60,125,90,65,Shield Dust,,,Ice Scales,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1,0,0,0,Snom,Level Up with Happiness Value at 220 During the Night,Frosmoth,,,,,,,,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.
874,VIII,Stonjourner,Ishihenjin,rock,,Big Rock Pokémon,50.2,49.8,2.5,520,60,6400,100,125,135,20,20,70,Power Spot,,,,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Stonjourner,,,,,,,,,,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks."
875,VIII,Eiscue,Kooripo,ice,,Penguin Pokémon,50.2,49.8,1.4,89,60,6400,75,80,110,65,90,50,Ice Face,,,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0,0,0,Eiscue,,,,,,,,,,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.
876,VIII,Indeedee,Iessan,psychic,normal,Emotion Pokémon,50*,50*,0.9,28,30,10240,60,65,55,105,95,95,Inner Focus,Synchronize,,Psychic Surge,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,0,0,0,Indeedee,,,,,,,,,,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need."
877,VIII,Morpeko,Morpeko,electric,dark,Two-Sided Pokémon,50.2,49.8,0.3,3,180,2560,58,95,58,70,58,97,Hunger Switch,,,,1,1,1,0.5,1,1,2,1,2,0.5,0,2,1,0.5,1,0.5,0.5,2,0,0,0,Morpeko,,,,,,,,,,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity."
878,VIII,Cufant,Zoudou,steel,,Copperderm Pokémon,50.2,49.8,1.2,100,190,6400,72,80,49,40,49,40,Sheer Force,,,Heavy Metal,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0,0,0,Cufant,Level ,Copperajah,,,,,,,,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all."
879,VIII,Copperajah,Daioudou,steel,,Copperderm Pokémon,50.2,49.8,3,650,90,6400,122,130,69,80,69,30,Sheer Force,,,Heavy Metal,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0,0,0,Cufant,Level ,Copperajah,,,,,Gigantamax Copperajah,,,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.
880,VIII,Dracozolt,Pachiragon,electric,dragon,Fossil Pokémon,,,1.8,190,45,8960,90,100,90,80,70,75,Volt Absorb,Hustle,,Sand Rush,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2,0,0,0,Dracozolt,,,,,,,,,,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources."
